"astro-ph/0610425","David Merritt","David Merritt, Stefan Harfst, Gianfranco Bertone","Collisionally Regenerated Dark Matter Structures in Galactic Nuclei","11 pages, uses revtex4","Phys.Rev. D75 (2007) 043517","10.1103/PhysRevD.75.043517",,"astro-ph hep-ph",,"  We show that the presence of a rho~1/r^{3/2} dark matter overdensity can be
robustly predicted at the center of any galaxy old enough to have grown a
power-law density cusp in the stars via the Bahcall-Wolf mechanism. Using both
Fokker-Planck and direct N-body integrations, we demonstrate collisional
generation of these dark matter ""crests"" (Collisionally REgenerated
STtructures) even in the extreme case that the density of both stars and dark
matter were previously lowered by slingshot ejection from a binary supermassive
black hole. The time scale for collisional growth of the crest is approximately
the two-body relaxation time as defined by the stars, which is < 10 Gyr at the
centers of stellar spheroids with luminosities comparable to that of the Milky
Way bulge or less. The presence of crests can robustly be predicted in such
galaxies, unlike the steeper enhancements, called ""spikes,"" produced by the
adiabatic growth of black holes. We discuss special cases where the prospects
for detecting dark matter annihilations from the centers of galaxy haloes are
significantly affected by the formation of crests.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 15:07:36 GMT""}]","2009-11-11"
"math/0610475","Nicolas Bouleau","Nicolas Bouleau (CERMICS)","Dirichlet forms methods, an application to the propagation of the error
  due to the Euler scheme","15p",,,,"math.PR",,"  We present recent advances on Dirichlet forms methods either to extend
financial models beyond the usual stochastic calculus or to study stochastic
models with less classical tools. In this spirit, we interpret the asymptotic
error on the solution of an sde due to the Euler scheme in terms of a Dirichlet
form on the Wiener space, what allows to propagate this error thanks to
functional calculus.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 08:36:47 GMT""}]","2007-05-23"
"math/0610476","Olivier Brunat","Olivier Brunat","On Lusztig's conjecture for connected and disconnected exceptional
  groups","25 pages",,,,"math.RT math.GR",,"  Lusztig conjectured that the almost characters of a finite reductive group
are up to a scalar the same as the characteristic functions of the rational
character sheaves defined on the corresponding algebraic group. We propose in
this paper to verify this conjecture for the uniform almost characters of the
Suzuki and the Ree groups and to show that a conjecture of the same type holds
for the disconnected case of type B_2. We then state a conjecture on the
possible values of the uniform almost characters on unipotent elements in the
disconnected case of type F_4.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 10:34:24 GMT""}]","2007-05-23"
"math/0610477","Vince Vatter","Vincent Vatter","Reconstructing compositions",,,,,"math.CO",,"  We consider the problem of reconstructing compositions of an integer from
their subcompositions, which was raised by Raykova (albeit disguised as a
question about layered permutations). We show that every composition w of n\ge
3k+1 can be reconstructed from its set of k-deletions, i.e., the set of all
compositions of n-k contained in w. As there are compositions of 3k with the
same set of k-deletions, this result is best possible.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 11:01:28 GMT""}]","2007-05-23"
"math/0610478","Michel Goze","Michel Goze, Elisabeth Remm","Rigid current Lie algebras","9 pages",,,,"math.RA",,"  A current Lie algebra is contructed from a tensor product of a Lie algebra
and a commutative associative algebra of dimension greater than 2. In this work
we are interested in deformations of such algebras and in the problem of
rigidity. In particular we prove that a current Lie algebra is rigid if it is
isomorphic to a direct product gxg...xg where g is a rigid Lie algebra.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 11:01:44 GMT""}]","2007-05-23"
"math/0610479","Yik Man Chiang  Y M","Yik-Man Chiang, Shaoji Feng","Difference independence of the Riemann zeta function","To appear in Acta Arithmetica","Acta. Arith., 125 (4) 2006, 317-329","10.4064/aa125-4-2",,"math.CV math.NT",,"  It is proved that the Riemann zeta function does not satisfy any nontrivial
algebraic difference equation whose coefficients are meromorphic functions
$\phi$ with Nevanlinna characteristic satisfying $T(r, \phi)=o(r)$ as $r\to
\infty$
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 11:10:13 GMT""}]","2015-06-26"
"math/0610480","Yik Man Chiang  Y M","Yik-Man Chiang, Shaoji Feng","On the growth of logarithmic differences, difference quotients and
  logarithmic derivatives of meromorphic functions","Accepted by ""Trans. Amer. Math. Soc."": Galley proof with minor
  changes from the last version","Trans. Amer. Math. Soc. 361 (2009), no. 7, 3767--3791",,,"math.CV","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  A crucial ingredient in the recent discovery by Ablowitz, Halburd, Herbst and
Korhonen \cite{AHH}, \cite {HK-2} that a connection exists between discrete
Painlev\'e equations and (finite order) Nevanlinna theory is an estimate of the
integrated average of $\log^+|f(z+1)/f(z)|$ on $|z|=r$. We obtained essentially
the same estimate in our previous paper \cite{CF} independent of Halburd et al
\cite{HK-1}. We continue our study in this paper by establishing complete
asymptotic relations amongst the logarithmic differences, difference quotients
and logarithmic derivatives for finite order meromorphic functions. In addition
to the potential applications of our new estimates in integrable systems, they
are also of independent interest. In particular, our findings show that there
are marked differences between the growth of meromorphic functions with
Nevanlinna order smaller and greater than one. We have established a
""difference"" analogue of the classical Wiman-Valiron type estimates for
meromorphic functions with order less than one, which allow us to prove all
entire solutions of linear difference equations (with polynomial coefficients)
of order less than one must have positive rational order of growth. We have
also established that any entire solution to a first order algebraic difference
equation (with polynomial coefficients) must have a positive order of growth,
which is a ""difference"" analogue of a classical result of P\'olya.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 11:16:42 GMT""},{""version"":""v2"",""created"":""Thu, 11 Oct 2007 08:23:58 GMT""},{""version"":""v3"",""created"":""Tue, 25 Nov 2008 04:49:09 GMT""}]","2009-07-18"
"math/0610481","Roger Fenn Dr","Roger Fenn, Vladimir Turaev","Weyl Algebras and Knots","18 pages, 5 figures, accepted by Journal of Geometry and Physics",,"10.1016/j.geomphys.2006.10.002",,"math.GT math.RA",,"  In this paper we push forward results on the invariant ${\cal F}$-module of a
virtual knot investigated by the first named author where ${\cal F}$ is the
algebra with two invertible generators $A,B$ and one relation
$A^{-1}B^{-1}AB-B^{-1}AB= BA^{-1}B^{-1}A-A$. For flat knots and links the two
sides of the relation equation are put equal to unity and the algebra becomes
the Weyl algebra. If this is perturbed and the two sides of the relation
equation are put equal to a general element, $q$, of the ground ring, then the
resulting module lays claim to be the correct generalization of the Alexander
module. Many finite dimensional representations are given together with
calculations.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 11:37:03 GMT""}]","2009-11-11"
"math/0610482","Christos Athanasiadis","Christos A. Athanasiadis","A combinatorial reciprocity theorem for hyperplane arrangements","7 pages",,,,"math.CO",,"  Given a nonnegative integer $m$ and a finite collection ${\mathcal A}$ of
linear forms on ${\mathbb Q}^d$, the arrangement of affine hyperplanes in
${\mathbb Q}^d$ defined by the equations $\alpha(x) = k$ for $\alpha \in
{\mathcal A}$ and integers $k \in [-m, m]$ is denoted by ${\mathcal A}^m$. It
is proved that the coefficients of the characteristic polynomial of ${\mathcal
A}^m$ are quasi-polynomials in $m$ and that they satisfy a simple combinatorial
reciprocity law.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 12:45:46 GMT""}]","2007-05-23"
"math/0610483","Roger Fenn Dr","Steven Budden, Roger Fenn","Quaternion Algebras and Invariants of Virtual Knots and Links II: The
  Hyperbolic Case","11 pages, accepted by JKTR",,,,"math.GT math.RA",,"  Let $A, B$ be invertible, non-commuting elements of a ring $R$. Suppose that
$A-1$ is also invertible and that the equation $$[B,(A-1)(A,B)]=0$$ called the
fundamental equation is satisfied. Then an invariant $R$-module is defined for
any diagram of a (virtual) knot or link. Solutions in the classic quaternion
case have been found by Bartholomew, Budden and Fenn. Solutions in the
generalised quaternion case have been found by Fenn in an earlier paper. These
latter solutions are only partial in the case of $2\times2$ matrices and the
aim of this paper is to provide solutions to the missing cases.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 13:01:02 GMT""}]","2007-05-23"
"math/0610484","Roger Fenn Dr","Andrew Bartholomew, Roger Fenn","Quaternionic Invariants of Virtual Knots and Links","21 pages, 13 figures, accepted by JKTR",,,,"math.GT math.RA",,"  In this paper we define and give examples of a family of polynomial
invariants of virtual knots and links. They arise by considering certain
2$\times$2 matrices with entries in a possibly non-commutative ring, for
example the quaternions. These polynomials are sufficiently powerful to
distinguish the Kishino knot from any classical knot, including the unknot.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 13:17:40 GMT""}]","2007-05-23"
"math/0610485","Nicolas Bouleau","Nicolas Bouleau (CERMICS)","Differential calculus for Dirichlet forms : the measure-valued gradient
  preserved by image",,"Journal of Functional Analysis 225 (2005) 63-73",,,"math.PR",,"  In order to develop a differential calculus for error propagation we study
local Dirichlet forms on probability spaces with square field operator $\Gamma$
-- i.e. error structures -- and we are looking for an object related to
$\Gamma$ which is linear and with a good behaviour by images. For this we
introduce a new notion called the measure valued gradient which is a randomized
square root of $\Gamma$. The exposition begins with inspecting some natural
notions candidate to solve the problem before proposing the measure-valued
gradient and proving its satisfactory properties.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 14:07:08 GMT""}]","2007-05-23"
"math/0610486","Nicolas Bouleau","Nicolas Bouleau (CERMICS)","Dirichlet forms in simulation",,"Monte Carlo Methods and Applications 11 (2005) n4, 385-396",,,"math.PR",,"  Equipping the probability space with a local Dirichlet form with square field
operator $\Gamma$ and generator $A$ allows to improve Monte Carlo computations
of expectations, densities, and conditional expectations, as soon as we are
able to simulate a random variable $X$ together with $\Gamma[X]$ and $A[X]$. We
give examples on the Wiener space, on the Poisson space and on the Monte Carlo
space. When $X$ is real-valued we give an explicit formula yielding the density
at the speed of the law of large numbers.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 14:22:28 GMT""}]","2007-05-23"
"math/0610487","Abdelkader Mokkadem","Abdelkader Mokkadem, Mariane Pelletier","A companion for the Kiefer--Wolfowitz--Blum stochastic approximation
  algorithm","Published in at http://dx.doi.org/10.1214/009053606000001451 the
  Annals of Statistics (http://www.imstat.org/aos/) by the Institute of
  Mathematical Statistics (http://www.imstat.org)","Annals of Statistics 2007, Vol. 35, No. 4, 1749-1772","10.1214/009053606000001451","IMS-AOS-AOS0220","math.ST stat.TH",,"  A stochastic algorithm for the recursive approximation of the location
$\theta$ of a maximum of a regression function was introduced by Kiefer and
Wolfowitz [Ann. Math. Statist. 23 (1952) 462--466] in the univariate framework,
and by Blum [Ann. Math. Statist. 25 (1954) 737--744] in the multivariate case.
The aim of this paper is to provide a companion algorithm to the
Kiefer--Wolfowitz--Blum algorithm, which allows one to simultaneously
recursively approximate the size $\mu$ of the maximum of the regression
function. A precise study of the joint weak convergence rate of both algorithms
is given; it turns out that, unlike the location of the maximum, the size of
the maximum can be approximated by an algorithm which converges at the
parametric rate. Moreover, averaging leads to an asymptotically efficient
algorithm for the approximation of the couple $(\theta,\mu)$.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 14:24:20 GMT""},{""version"":""v2"",""created"":""Tue, 23 Oct 2007 08:25:57 GMT""}]","2007-11-06"
"math/0610488","Michael Schein","Michael M. Schein","Weights in Serre's conjecture for Hilbert modular forms: the ramified
  case","Notation improved and typos corrected; to appear in Israel J. Math",,,,"math.NT",,"  Let F be a totally real field and p an odd prime. If r is a continuous,
semisimple, totally odd mod p representation of the absolute Galois group of F
which is tamely ramified at all places of F dividing p, then we formulate a
conjecture specifying the weights for which r is modular. This extends the
conjecture of Diamond, Buzzard, and Jarvis, which supposed that p was
unramified in F. We also prove a theorem towards the conjecture and provide
some computational evidence.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 14:58:52 GMT""},{""version"":""v2"",""created"":""Sun, 30 Dec 2007 05:25:04 GMT""}]","2007-12-30"
"math/0610489","Nicolas Bouleau","Nicolas Bouleau (CERMICS)","Error calculus and path sensitivity in financial models",,"Mathematical Finance 13 (2003) n1, 115-134",,,"math.PR q-fin.RM",,"  In the framework of risk management, for the study of the sensitivity of
pricing and hedging in stochastic financial models to changes of parameters and
to perturbations of the stock prices, we propose an error calculus which is an
extension of the Malliavin calculus based on Dirichlet forms. Although useful
also in physics, this error calculus is well adapted to stochastic analysis and
seems to be the best practicable in finance. This tool is explained here
intuitively and with some simple examples.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 15:04:21 GMT""}]","2008-12-02"
"math/0610490","Paul Levy","Paul Levy","Isomorphism Problems of Noncommutative Deformations of Type D Kleinian
  Singularities","24 pages",,,,"math.RA",,"  We construct all possible noncommutative deformations of a Kleinian
singularity ${\mathbb C}^2/\Gamma$ of type $D_n$ in terms of generators and
relations, and solve the problem of when two deformations are isomorphic. We
prove that all isomorphisms arise naturally from the action of the normalizer
$N_{\SL(2)}(\Gamma)$ on ${\mathbb C}/\Gamma$. We deduce that the moduli space
of isomorphism classes of noncommutative deformations in type $D_n$ is
isomorphic to a vector space of dimension $n$.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 15:04:29 GMT""}]","2007-05-23"
"math/0610491","Nicolas Bouleau","Nicolas Bouleau (CERMICS)","Calcul d'erreur complet lipschitzien et formes de Dirichlet",,"Journal de Math\'{e}matiques Pures et Appliqu\'{e}es 80 (2001) n9,
  961-976",,,"math.PR",,"  We study the error calculus from a mathematical point of view, in particular
for the infinite dimensional models met in stochastic analysis. Gauss was the
first to propose an error calculus. It can be reinforced by an extension
principle based on Dirichlet forms which gives more strength to the coherence
property. One gets a Lipschitzian complete error calculus which behaves well by
images and by products and allows a quick and easy construction of the basic
mathematical tools of Malliavin calculus. This allows also to revisit the
delicate question of error permanency that Poincar\'{e} emphasized. This error
calculus is connected with statistics by mean of the notion of Fisher
information.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 15:14:45 GMT""}]","2007-05-23"
"math/0610492","Akira Yasuhara","Akira Yasuhara","Self delta-equivalence for links whose Milnor's isotopy invariants
  vanish","25 pages,18 figures, Changed the content (main result). Solved the
  conjecture given in previous version. Previous main result was a partial
  answer to the conjecture",,,,"math.GT",,"  For an $n$-component link $L$, the Milnor's isotopy invariant is defined for
each multi-index $I=i_1i_2...i_m (i_j\in\n)$. Here $m$ is called the length.
Let $r(I)$ denote the maximam number of times that any index appears. It is
known that Milnor invariants with $r=1$ are link-homotopy invariant. N.
Habegger and X. S. Lin showed that two string links are a link-homotopc if and
only if their Milnor invariants with $r=1$ coincide. This gives us that a link
in $S^3$ is link-homotopic to a trivial link if and only if the all Milnor
invariants of the link with $r=1$ vanish. Although Milnor invariants with $r=2$
are not link-homotopy invariants, T. Fleming and the author showed that Milnor
invariants with $r\leq 2$ are self $\Delta$-equivalence invariants. In this
paper, we give a self $\Delta$-equivalence classification of the set of
$n$-component links in $S^3$ whose Milnor invariants with length $\leq 2n-1$
and $r\leq 2$ vanish. As a corollary, we have that a link is self
$\Delta$-equivalent to a trivial link if and only if the all Milnor invariants
of the link with $r\leq 2$ vanish. This is a geometric characterization for
links whose Milnor invariants with $\leq 2$ vanish. The chief ingredient in our
proof is Habiro's clasper theory. We also give an alternate proof of a
link-homotopy classification of string links by using clasper theory.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 15:23:33 GMT""},{""version"":""v2"",""created"":""Tue, 28 Nov 2006 08:28:47 GMT""},{""version"":""v3"",""created"":""Sun, 29 Apr 2007 16:04:56 GMT""}]","2007-05-23"
"nlin/0610033","Ido Kanter","Ido Kanter, Noam Gross, Einat Klein, Evi Kopelowitz, Pinhas Yoskovits,
  Lev Khaykovich, Wolfgang Kinzel, Michael Rosenbluh","Synchronization of mutually coupled chaotic lasers in the presence of a
  shutter",,,"10.1103/PhysRevLett.98.154101",,"nlin.CD",,"  Two mutually coupled chaotic diode lasers exhibit stable isochronal
synchronization in the presence of self feedback. When the mutual communication
between the lasers is discontinued by a shutter and the two uncoupled lasers
are subject to self-feedback only, the desynchronization time is found to scale
as $A_d\tau$ where $A_d>1$ and $\tau$ corresponds to the optical distance
between the lasers. Prior to synchronization, when the two lasers are
uncorrelated and the shutter between them is opened, the synchronization time
is found to be much shorter, though still proportional to $\tau$. As a
consequence of these results, the synchronization is not significantly altered
if the shutter is opend/closed faster than the desynchronization time.
Experiments in which the coupling between two chaotic-synchronized diode lasers
is modulated with an electro-optic shutter are found to be consistent with the
results of numerical simulations.
","[{""version"":""v1"",""created"":""Sun, 15 Oct 2006 18:14:39 GMT""}]","2015-06-26"
"nlin/0610034","Giovanni Ortenzi","Paolo Casati, Alberto Della Vedova, Giovanni Ortenzi","The Soliton Equations associated with the Affine Kac-Moody Lie Algebra
  G_2^{(1)}","14 pages, no figures. v2: some typos corrected","Journal of Geometry and Physics, Volume 58, Issue 3, 2008, Pages
  377-386","10.1016/j.geomphys.2007.11.012",,"nlin.SI",,"  We construct in an explict way the soliton equation corresponding to the
affine Kac--Moody Lie algebra $G_2^{(1)}$ together with their bihamiltonian
structure. Moreover the Riccati equation satisfied by the generating function
of the commuting Hamiltonians densities is also deduced. Finally we describe a
way to deduce the bihamiltonian equations directly in terms of this latter
functions
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 11:48:25 GMT""},{""version"":""v2"",""created"":""Tue, 9 Jan 2007 17:32:42 GMT""}]","2019-09-25"
"nucl-ex/0610021","Dieter Roehrich","I. Arsene et al. (BRAHMS collaboration)","Nuclear Modification Factor for Charged Pions and Protons at Forward
  Rapidity in Central Au+Au Collisions at 200 GeV",,"Phys.Lett.B650:219-223,2007","10.1016/j.physletb.2007.05.017",,"nucl-ex",,"  We present spectra of charged pions and protons in 0-10% central Au+Au
collisions at $\sqrt{s_{NN}}=200$ GeV at mid-rapidity ($y=0$) and forward
pseudorapidity ($\eta=2.2$) measured with the BRAHMS experiment at RHIC. The
spectra are compared to spectra from p+p collisions at the same energy scaled
by the number of binary collisions. The resulting nuclear modification factors
for central Au+Au collisions at both $y=0$ and $\eta=2.2$ exhibit suppression
for charged pions but not for (anti-)protons at intermediate $p_T$. The
$\bar{p}/\pi^-$ ratios have been measured up to $p_T\sim 3$ GeV/$c$ at the two
rapidities and the results indicate that a significant fraction of the charged
hadrons produced at intermediate $p_T$ range are (anti-)protons at both
mid-rapidity and $\eta = 2.2$.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 11:57:20 GMT""}]","2008-11-26"
"nucl-ex/0610022","Igor G. Alekseev","pp2pp Collaboration: S. Bultmann, I.H. Chiang, R.E. Chrien, A. Drees,
  R.L. Gill, W. Guryn, J. Landgraf, T.A. Ljubicic, D. Lynn, C. Pearson, P.
  Pile, A. Rusek, M. Sakitt, S. Tepikian, K. Yip (1), J. Chwastowski, B. Pawlik
  (2), M. Haguenauer (3), A.A. Bogdanov, S.B. Nurushev, M.F. Runtzo, M.N.
  Strikhanov (4), I.G. Alekseev, V.P. Kanavets, L.I. Koroleva, B.V. Morozov,
  D.N. Svirida (5), A. Khodinov, M. Rijssenbeek, L. Whitehead, S. Yeung (6), K.
  De, N. Guler, J. Li, N. Ozturk (7), A. Sandacz (8) ((1) BNL, Upton, USA, (2)
  INP, Cracow, Poland, (3) Ecole Polytechnique, Cedex, France, (4) MEPhI,
  Moscow, Russia, (5) ITEP, Moscow, Russia, (6) SBU, Stony Brook, USA, (7)
  University of Texas at Arlington, USA, (8) INS, Warsaw, Poland)","Double Spin Asymmetries A_NN and A_SS at sqrt{s}=200 GeV in Polarized
  Proton-Proton Elastic Scattering at RHIC","13 pages with 3 figures. Final version accepted by Phys. Lett. B","Phys.Lett.B647:98-103,2007","10.1016/j.physletb.2007.01.067",,"nucl-ex",,"  We present the first measurements of the double spin asymmetries A_NN and
A_SS at sqrt{s}=200 GeV, obtained by the pp2pp experiment using polarized
proton beams at the Relativistic Heavy Ion Collider (RHIC). The data were
collected in the four momentum transfer t range 0.01<|t|<0.03 (GeV/c)^2. The
measured asymmetries, which are consistent with zero, allow us to estimate
upper limits on the double helicity-flip amplitudes phi_2 and phi_4 at small t
as well as on the difference Delta(sigma_T) between the total cross sections
for transversely polarized protons with antiparallel or parallel spin
orientations.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 13:32:44 GMT""},{""version"":""v2"",""created"":""Tue, 6 Mar 2007 14:12:05 GMT""}]","2008-11-26"
"nucl-th/0610060","Norbert Kaiser","N. Kaiser, M. M\""uhlbauer and W. Weise","Scales in nuclear matter: Chiral dynamics with pion nucleon form factors","13 pages, 6 figures","Eur.Phys.J.A31:53-60,2007","10.1140/epja/i2006-10159-8",,"nucl-th",,"  A systematic calculation of nuclear matter is performed which includes the
long-range correlations between nucleons arising from one- and two-pion
exchange. Three-body effects from $2\pi$-exchange with excitations of virtual
$\Delta(1232)$-isobars are also taken into account in our diagrammatic
calculation of the energy per particle $\bar E(k_f)$. In order to eliminate
possible high-momentum components from the interactions we introduce at each
pion-baryon vertex a form factor of monopole type. The empirical nuclear matter
saturation point, $\rho_0 \simeq 0.16 $fm$^{-3}$, $\bar E_0\simeq -16 $MeV, is
well reproduced with a monopole mass of $\Lambda \simeq 4\pi f_\pi \simeq 1.16
$GeV. As in the recent approach based on the universal low-momentum
$NN$-potential $V_{\rm low-k}$, the inclusion of three-body effects is crucial
in order to achieve saturation of nuclear matter. We demonstrate that the
dependence of the pion-exchange contributions to $\bar E(k_f)$ on the
''resolution'' scale $\Lambda$ can be compensated over a wide range of
$\Lambda$ by counterterms with two ''running'' contact-couplings. As a further
application we study the in-medium chiral condensate $<\bar q q >(\rho)$ beyond
the linear density approximation. For $\rho \leq 1.5 \rho_0$ we find small
corrections from the derivative $d \bar E(k_f)/d m_\pi$, which are stable
against variations of the monopole regulator mass $\Lambda$.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 12:14:57 GMT""}]","2008-11-26"
"nucl-th/0610063","Sven Zschocke","Sven Zschocke, Laszlo P. Csernai, Etele Moln\'ar, Jaakko Manninen,
  Agnes Nyiri","Freeze Out Process with In-Medium Nucleon Mass","6 pages, 4 figures, Proceeding of the Conference ""Quark Matter 2005"",
  4th - 9th August 2005, Budapest/Hungary","Nukleonika 2006; 51 (Supplement 3): S43 - S46",,,"nucl-th",,"  We investigate the kinetic freeze out scenario of a nucleon gas through a
finite layer. The in-medium mass modification of nucleons and it's impact on
the freeze out process is studied. A considerable modification of the
thermodynamical parameters temperature, flow-velocity, energy density and
particle density has been found in comparison with evaluations which use a
constant vacuum nucleon mass.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 07:51:11 GMT""}]","2007-05-23"
"nucl-th/0610064","Pedro Sarriguren","O. Moreno, R. Alvarez-Rodriguez, P. Sarriguren, E. Moya de Guerra,
  J.M. Udias and J.R. Vignote","Gamow-Teller strength distributions in Xe isotopes","15 pages, 5 figures. To appear in Phys Rev C","Phys.Rev. C74 (2006) 054308","10.1103/PhysRevC.74.054308",,"nucl-th",,"  The energy distributions of the Gamow-Teller strength are studied for
even-even Xe isotopes with mass numbers from 124 to 142. A self-consistent
microscopic formalism is used to generate the single particle basis, using a
deformed Skyrme Hartree-Fock mean field with pairing correlations in BCS
approximation. The Gamow-Teller transitions are obtained within a quasiparticle
random phase approximation (QRPA) approach using a residual spin-isospin
interaction in the particle-hole and particle-particle channels. We then
discuss the pairing BCS treatment and the determination of the ph and pp
residual interaction coupling constants. We study the GT+ and GT- strength
distributions for the equilibrium nuclear shapes, which are an essential
information for studies of charge-exchange reactions and double-beta processes
involving these isotopes.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 09:03:09 GMT""}]","2009-11-11"
"physics/0610110","Caglar Tuncay","Caglar Tuncay","Formation of Languages; Equality, Hierarchy and Teachers","10 pages, 3 (totally 8) figures",,"10.1142/S0129183107011121",,"physics.soc-ph physics.comp-ph",,"  A quantitative method is suggested, where meanings of words, and grammatic
rules about these, of a vocabulary are represented by real numbers. People meet
randomly, and average their vocabularies if they are equal; otherwise they
either copy from higher hierarchy or stay idle. Presence of teachers
broadcasting the same (but arbitrarily chosen) vocabulary leads the language
formations to converge more quickly.
","[{""version"":""v1"",""created"":""Sun, 15 Oct 2006 16:05:37 GMT""}]","2009-11-13"
"physics/0610111","Emmanuil Saridakis","N. G. Antoniou, F. K. Diakonos, E. N. Saridakis, G. A. Tsolias","Classical evolution of fractal measures on the lattice","15 pages, 15 figures, version publiced at Physical Review E","Phys.Rev.E75:041111,2007","10.1103/PhysRevE.75.041111",,"physics.comp-ph hep-ph",,"  We consider the classical evolution of a lattice of non-linear coupled
oscillators for a special case of initial conditions resembling the equilibrium
state of a macroscopic thermal system at the critical point. The displacements
of the oscillators define initially a fractal measure on the lattice associated
with the scaling properties of the order parameter fluctuations in the
corresponding critical system. Assuming a sudden symmetry breaking (quench),
leading to a change in the equilibrium position of each oscillator, we
investigate in some detail the deformation of the initial fractal geometry as
time evolves. In particular we show that traces of the critical fractal measure
can sustain for large times and we extract the properties of the chain which
determine the associated time-scales. Our analysis applies generally to
critical systems for which, after a slow developing phase where equilibrium
conditions are justified, a rapid evolution, induced by a sudden symmetry
breaking, emerges in time scales much shorter than the corresponding relaxation
or observation time. In particular, it can be used in the fireball evolution in
a heavy-ion collision experiment, where the QCD critical point emerges, or in
the study of evolving fractals of astrophysical and cosmological scales, and
may lead to determination of the initial critical properties of the Universe
through observations in the symmetry broken phase.
","[{""version"":""v1"",""created"":""Sun, 15 Oct 2006 18:32:56 GMT""},{""version"":""v2"",""created"":""Thu, 19 Apr 2007 13:30:27 GMT""}]","2008-11-26"
"physics/0610112","Albert Sirunyan M","F.Adamyan (1), A.Aganyants (1), H.Hakobyan (1), J.Manukyan (1),
  R.Oganezov (1), L.Sargsyan (1), A.Sirunyan (1), H.Vartapetian (1), R.Jones
  (2) ((1) Yerevan Physics Institute, (2) University of Connecticut)","Experimental study of photon beam polarimeter based on nuclear e+e- pair
  production in an amorphous target","6 pages (text),10 figures","Nucl.Instrum.Meth.A579:973-978,2007","10.1016/j.nima.2007.06.024",,"physics.ins-det",,"  The experimental method of the linearly polarized photons polarimetry,using
incoherent e+e- pair production process has been investigated on the beam of
coherent bremsstrahlung (CB) photons in the energy range of 0.9-1.1 GeV at the
Yerevan synchrotron.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 07:01:32 GMT""}]","2008-11-26"
"physics/0610113","Konstantin Kouzakov","Konstantin A Kouzakov, Pavel S Vinitsky, Yuri V Popov and Claude Dal
  Cappello","Electron-atom ionization near the Bethe ridge: revision of plane wave
  first-order theories","16 pages, 3 figures",,,,"physics.atom-ph",,"  We consider electron impact single ionization of an atom at large
energy-momentum transfer in the nearly Bethe-ridge kinematics. For evaluation
of the ionization amplitude, a plane wave Born series is employed. A
regularization procedure is utilized in circumventing typical divergence
problems associated with the higher-order Born terms. The regularized Born
series for the ionization amplitude is derived. On this basis, renormalized
analogs of the traditional plane wave Born and impulse approximations are
developed. These renormalized first-order models resemble the traditional plane
wave impulse approximation with a modified Gamow factor. Numerical results
using different approximations are presented and analyzed for the case of
electron-hydrogen ionization. The present theoretical consideration can be
important for absolute measurements.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 09:46:17 GMT""}]","2007-05-23"
